figure,name,figurePartId,refs,partNumber,description,quantity,mappedPointers,numericContours,retainedMasks,labelOnly,baselinePointers,addedPointers,remainingExpected,countStatus,reviewRequired,sourceReview,sourceEvidence,remarks,drawing,reviewUrl
"fig-cabin-6-6","Front gate","fp-6-6-02","2","62-00728","Front door lid","1","1","1","0","0","1","0","0","match","false","","Original6.6 lid2 has multiple narrow slots/large cutouts and small bores; cover4 sideplate has small mounting holes. Current exteriors not complete material. Current full plate visually inspected; existing printed reference 2 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-03","3","62-00181","Front ladder","1","1","0","0","1","1","0","0","match","false","","Door1 cropped bottom; ladder3 touches top source boundary. Current full plate visually inspected; existing printed reference 3 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-04","4","62-00850","Windshield latch cover","1","1","1","0","0","1","0","0","match","false","","Original6.6 lid2 has multiple narrow slots/large cutouts and small bores; cover4 sideplate has small mounting holes. Current exteriors not complete material. Current full plate visually inspected; existing printed reference 4 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-05","5","19-00324","HIGH-TEMPERATURE PLASTIC TAPERED HANDLE WITH M8 X 1.25mm THREADED HOLE, 65mm LONG","2","1","1","0","0","1","0","1","shortfall","true","","Original leaders and manufacturerPDF22 positively confirm5upper tapered handle19-00324,6lower pushbutton17-00133. Initial swap suspicion withdrawn; no source association change. Current full plate visually inspected; existing printed reference 5 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-06","6","17-00133","Non locking push button","1","1","1","0","0","1","0","0","match","false","","Original leaders and manufacturerPDF22 positively confirm5upper tapered handle19-00324,6lower pushbutton17-00133. Initial swap suspicion withdrawn; no source association change. Current full plate visually inspected; existing printed reference 6 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-07","7","62-00677","Push button support","1","1","1","0","0","1","0","0","match","false","","Detached support7/large hole and strap14/two end holes source-traced; correct existing5/6 handle/button mappings retained. Current full plate visually inspected; existing printed reference 7 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-08","8","62-00678","Ring cable support","1","1","0","0","1","1","0","0","match","false","","Original6.6 labels ring-support8,puller9,catch-stiffener12,paddle13 and detachedlatch15. Printed15PN17-00040 PDFRIGHTpush-to-close versus globalLEFTHANDactuation may be side/mechanism terms, not proven conflict. Current full plate visually inspected; existing printed reference 8 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-09","9","62-00679","Cable puller","1","1","0","0","1","1","0","0","match","false","","Original6.6 labels ring-support8,puller9,catch-stiffener12,paddle13 and detachedlatch15. Printed15PN17-00040 PDFRIGHTpush-to-close versus globalLEFTHANDactuation may be side/mechanism terms, not proven conflict. Current full plate visually inspected; existing printed reference 9 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-10","10","17-00119","Cable assembly","1","1","0","0","1","1","0","0","match","false","","Cable/spring actual material is thin and crowded; a filled envelope would include empty background. Current full plate visually inspected; existing printed reference 10 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-11","11","17-00086","Right latch cable","1","1","0","0","1","1","0","0","match","false","","Cable/spring actual material is thin and crowded; a filled envelope would include empty background. Current full plate visually inspected; existing printed reference 11 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-12","12","61-00044","Front door catch stiffener","1","1","0","0","1","1","0","0","match","false","","Original6.6 labels ring-support8,puller9,catch-stiffener12,paddle13 and detachedlatch15. Printed15PN17-00040 PDFRIGHTpush-to-close versus globalLEFTHANDactuation may be side/mechanism terms, not proven conflict. Current full plate visually inspected; existing printed reference 12 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-13","13","61-00031","Front door latch paddle","1","1","0","0","1","1","0","0","match","false","","Original6.6 labels ring-support8,puller9,catch-stiffener12,paddle13 and detachedlatch15. Printed15PN17-00040 PDFRIGHTpush-to-close versus globalLEFTHANDactuation may be side/mechanism terms, not proven conflict. Current full plate visually inspected; existing printed reference 13 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-14","14","62-00829","Door latch cover","2","2","2","0","0","1","1","0","match","false","","Ref14 leader identifies slim door latch cover at upper center-left; matching second detached cover stands below the latch paddle at lower center-right. Lower portion occluded by detail bubble excluded.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-15","15","17-00040","ROTARY PUSH-TO-CLOSE LATCH, SMALL SIZE, SINGLE STAGE, PERPENDICULAR LEVER, 7.2mm THROUGH HOLE, STEEL, ZINC PLATE, BRIGHT CHROMATE LEFT HAND ACTUATION","1","1","0","0","1","1","0","0","match","false","","Original6.6 labels ring-support8,puller9,catch-stiffener12,paddle13 and detachedlatch15. Printed15PN17-00040 PDFRIGHTpush-to-close versus globalLEFTHANDactuation may be side/mechanism terms, not proven conflict. Current full plate visually inspected; existing printed reference 15 remains source evidence.","For left side latch p/n 17-00037","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-16","16","18-00045","LOW-PROFILE SHOULDER SCREW 12 mm SHOULDER DIAMETER, 20 mm SHOULDER LENGTH, M10 X 1.5 mm THREAD","2","1","0","0","1","1","0","1","shortfall","true","","Original6.6 lower-left screw16,bearing17 and ballstud18 tiny; leader dot materially obscures18, bearing bore only few pixels. Current full plate visually inspected; existing printed reference 16 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-17","17","19-00214","OIL-EMBEDDED FLANGED SLEEVE BEARING FOR 12 MM SHAFT DIAMETER AND 18 mm HOUSING ID, 8 mm LONG","4","1","0","0","1","1","0","3","shortfall","true","","Original6.6 lower-left screw16,bearing17 and ballstud18 tiny; leader dot materially obscures18, bearing bore only few pixels. Current full plate visually inspected; existing printed reference 17 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-18","18","17-00009","10mm BALL STUD 5/16-18 ZINC PLATED","2","1","0","0","1","1","0","1","shortfall","true","","Original6.6 lower-left screw16,bearing17 and ballstud18 tiny; leader dot materially obscures18, bearing bore only few pixels. Current full plate visually inspected; existing printed reference 18 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-19","19","18-00044","Music-wire steel extension springs with hook ends zinc-plated, 1.5 long","2","1","0","0","1","1","0","1","shortfall","true","","Cable/spring actual material is thin and crowded; a filled envelope would include empty background. Current full plate visually inspected; existing printed reference 19 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-20","20","17-00028","Rotary push-to-close latch, striker bolt , steel, zinc plate, bright chromate","2","1","0","0","1","1","0","1","shortfall","true","","Explicit inset leaders target three distinct bolt/bushing/plate bodies, not the enclosing grey ellipse; RIGHT SIDE NOT SHOWN is not exemption for shown inset. Current full plate visually inspected; existing printed reference 20 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","RIGHT SIDE NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-21","21","62-00675","Striker pin bushing","2","1","0","0","1","1","0","1","shortfall","true","","Explicit inset leaders target three distinct bolt/bushing/plate bodies, not the enclosing grey ellipse; RIGHT SIDE NOT SHOWN is not exemption for shown inset. Current full plate visually inspected; existing printed reference 21 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","RIGHT SIDE NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-22","22","62-00307","Striker bolt plate","2","1","0","0","1","1","0","1","shortfall","true","","Explicit inset leaders target three distinct bolt/bushing/plate bodies, not the enclosing grey ellipse; RIGHT SIDE NOT SHOWN is not exemption for shown inset. Current full plate visually inspected; existing printed reference 22 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","RIGHT SIDE NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-23","","62-00203","Front gate pivot","2","0","0","0","0","0","0","2","unmapped","true","","No source callout associated with this imported row. NOT SHOWN Legacy/source remark explicitly says NOT SHOWN; this is evidence, not approved depiction exception. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-6","Front gate","fp-6-6-24","","62-00356","Gas strut","2","0","0","0","0","0","0","2","unmapped","true","","No source callout associated with this imported row. NOT SHOWN Legacy/source remark explicitly says NOT SHOWN; this is evidence, not approved depiction exception. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","NOT SHOWN","/drawings/ft3w/ft3w-cabin-6-6.png","/review/figures/fig-cabin-6-6"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-02","1","61-00141","Rear window","1","1","1","0","0","1","0","0","match","false","","Exact source-edge recheck: pane1 rounded bottom ends at y717, with no dark pixels in pane window at718/719. It is near-edge but not clipped. Two true pane apertures added; previous broad crop classification corrected. Current full plate visually inspected; existing printed reference 1 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-03","2","19-00368","Trim seal 100100b3x1/4a","17","1","1","0","0","1","0","16","shortfall","true","","Original PNG independently inspected and visible material traced; native physical/label/row selection verified. Hidden right/bottom continuation behind pane remains excluded Current full plate visually inspected; existing printed reference 2 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","SOLD BY THE FOOT","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-04","3","61-00145","Rear window frame","1","1","1","0","0","1","0","0","match","false","","Original PNG independently inspected and visible material traced; native physical/label/row selection verified. Small fastener holes and foreground-holder occlusions remain partial Current full plate visually inspected; existing printed reference 3 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-05","4","61-00146","Rear window cable cover","1","1","1","0","0","1","0","0","match","false","","Original PNG independently inspected and visible material traced; native physical/label/row selection verified. Two solid channel faces traced; small mounting holes and end fold recess remain partial Current full plate visually inspected; existing printed reference 4 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-06","5","61-00147","Double cable holder","2","2","2","0","0","1","1","0","match","false","","Ref5 lower double-cable holder is paired with the upper bent holder on the rear window cable-cover mounting group.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-07","6","61-00144","Rear door hinge","2","1","1","0","0","1","0","1","shortfall","true","","Task10c original PNG/zoom inspection and native physical/label/row checks: two exposed hinge6 portions, support7 loop and rail-occluded lower tip, separate left shim8 traced. Support7 loop startsy2 with no darkpixels at0/1 in source window, so not clipped. Current full plate visually inspected; existing printed reference 6 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-08","7","62-00184","Windshield hinge support","2","1","1","0","0","1","0","1","shortfall","true","","Task10c original PNG/zoom inspection and native physical/label/row checks: two exposed hinge6 portions, support7 loop and rail-occluded lower tip, separate left shim8 traced. Support7 loop startsy2 with no darkpixels at0/1 in source window, so not clipped. Current full plate visually inspected; existing printed reference 7 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-09","8","62-00275","Door hinge shim","2","2","2","0","0","1","1","0","match","false","","Ref8 left thin door hinge shim has a matching thin shim below the right hinge, separate from the vertical hinge body.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-10","9","17-00150","Front push button handle","1","1","1","0","0","1","0","0","match","false","","Full original6.7 PNG labels detached pushbutton handle9 and left gas spring13; current exterior proposals source-bound. No source identity conflict found. Current full plate visually inspected; existing printed reference 9 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-11","10","17-00151","Rear push button handle","1","1","1","0","0","1","0","0","match","false","","Original PNG independently inspected and visible material traced; native physical/label/row selection verified. Bent handle traced; fine end recesses remain partial Current full plate visually inspected; existing printed reference 10 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-12","11","17-00126","Right push to close latch","1","1","1","0","0","1","0","0","match","false","","Original11 detached RIGHT push-to-close latch at lower left: directly labelled case and projecting arm only. Opaque internal mechanism retained; tiny apertures/leader-obscured centre remain partial. Current full plate visually inspected; existing printed reference 11 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-13","12","17-00125","Left push to close latch","1","1","1","0","0","1","0","0","match","false","","Original12 directly labelled LEFT latch beside frame: distinct case and upper arm, with open concave gap left of lower arm. Nearby loose fitting/frame not included. Tiny apertures and internal mechanism detail remain partial. Current full plate visually inspected; existing printed reference 12 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-14","13","17-00050","Gas spring (lexan windshield)","2","2","2","0","0","1","1","0","match","false","","Ref13 left gas spring has matching right detached spring on the opposite rear-window side.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-15","14","62-00202","Tailgate latch nut","2","2","2","0","0","1","1","0","match","false","","Ref14 left latch nut is paired with the small matching nut to the left of the right-hand latch.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-16","15","10-006030-120","M6 bolt","4","2","2","0","0","1","1","2","shortfall","true","","Ref15 leader targets lower of two visibly separate M6 bolts near the left latch. Upper matching bolt is also identifiable; remaining opposite-side bolts are not distinctly shown. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-17","16","17-00009","10mm BALL STUD 5/16-18 ZINC PLATED","4","1","1","0","0","1","0","3","shortfall","true","","Original16 ball stud: only source-separable exposed right cap edge is traced. Remaining dark head/shaft merges with printed leader, so full extent is resolution-limited and no generic leader dot is outlined. Current full plate visually inspected; existing printed reference 16 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-18","17","18-00053","M10 alloy steel shoulder screws","2","2","2","0","0","1","1","0","match","false","","Ref17 left shoulder screw is paired with a matching detached screw to the right of upper hinge.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-19","18","12-710000-120","MEDIUM-STRENGTH STEEL THIN HEX NUT CLASS 04, ZINC-PLATED, M10 X 1.5 mm THREAD","2","2","2","0","0","1","1","0","match","false","","Ref18 left thin nut has matching thin nut between the right hinge and its detached shoulder screw.","","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-7","Rear gate - upper section","fp-6-7-01","","61-00143","Rear hatch assembly","0","0","0","0","0","0","0","0","match","false","","Quantity0 is an assembly heading; it does not request a physical instance. No source callout associated with this imported row. Includes parts 1-18 Original workbook rawQTY0 informational assembly row; do not coerce/drop.","Includes parts 1-18","/drawings/ft3w/ft3w-cabin-6-7.png","/review/figures/fig-cabin-6-7"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-02","1","62-00800","Tail gate","1","1","1","0","0","1","0","0","match","false","","Exact source-edge recheck: gate1 lower support ends at y714, rows715–719 clear in source window; not clipped. Existing exterior fills support/plate apertures and overlaps foreground gas spring. Current full plate visually inspected; existing printed reference 1 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-03","2","62-00806","Rear door lid","1","1","1","0","0","1","0","0","match","false","","Original2 lid visible sheet and upper cut-out boundary traced independently from foreground gate1. Large side slots and opening beneath bent flap excluded; flap opaque material retained. Hidden right/lower sheet is not bridged across gate1. Fine bores and close fold/foreground joins remain partial. Current full plate visually inspected; existing printed reference 2 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-04","3","62-00805","Rear ladder","1","1","1","0","0","1","0","0","match","false","","Original3 complete source-visible ladder exterior and clear upper opening traced, preserving open space below the cross rung through concave outer boundary. Printed ladder top is at y15, not cropped. Cubic mounts and tubular feet retained; small mounting bores/serrated rung detail remain partial. Current full plate visually inspected; existing printed reference 3 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-05","4","62-00829","Door latch cover","2","2","2","0","0","1","1","0","match","false","","Ref4 lower-left latch cover is paired with the matching vertical detached cover beside upper latch.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-06","5","62-00809","Support push button","1","1","1","0","0","1","0","0","match","false","","Original6.8 PNG cover4 and pushbutton support5 are separate plates with visible mounting openings; current exteriors lack exact hole material. Current full plate visually inspected; existing printed reference 5 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-07","6","17-00133","Non locking push button","1","1","1","0","0","1","0","0","match","false","","Original6.8 explicitly labels detached pushbutton6 and right gas strut17; no extra spring below-left inferred from resemblance. Current full plate visually inspected; existing printed reference 6 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-08","7","62-00678","Ring cable support","1","1","1","0","0","1","0","0","match","false","","Original7 directly labelled upper ring-support mechanism: clear bracket material and upper aperture only. Adjacent U-shaped cable is not merged solely by proximity; exact cable/support ownership and lower fine joins remain partial source work. Current full plate visually inspected; existing printed reference 7 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-09","8","17-00040","ROTARY PUSH-TO-CLOSE LATCH, SMALL SIZE, SINGLE STAGE, PERPENDICULAR LEVER, 7.2mm THROUGH HOLE, STEEL, ZINC PLATE, BRIGHT CHROMATE LEFT HAND ACTUATION","1","1","1","0","0","1","0","0","match","false","","Original8 left detached rotary latch: visible case/lever and clear upper window. Separate cable beside it and tailgate nut10 excluded. Tiny lower latch detail/bores remain partial. Current full plate visually inspected; existing printed reference 8 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-10","9","17-00037","ROTARY PUSH-TO-CLOSE LATCH, SMALL SIZE, SINGLE STAGE, PERPENDICULAR LEVER, 7.2mm THROUGH HOLE, STEEL, ZINC PLATE, BRIGHT CHROMATE RIGHT HAND ACTUATION","1","1","1","0","0","1","0","0","match","false","","Original9 directly labelled right detached rotary latch, preserving obvious gaps around separate arms via concave outline. Fine sockets, cable attachment and tiny holes remain partial; no neighboring plate/cable included. Current full plate visually inspected; existing printed reference 9 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-11","10","62-00202","Tailgate latch nut","2","1","1","0","0","1","0","1","shortfall","true","","Original10 small detached latch nut beside8, directly established narrow body only. Leader obscures part of centre; no generic filled enlarged ellipse. Bore/wall detail remains resolution-limited partial. Current full plate visually inspected; existing printed reference 10 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-12","11","17-00021","Tailgate cable","2","2","2","0","0","1","1","0","match","false","","Ref11 lower-left tailgate cable and upper-right cable share clevis/eye ends and symmetric tailgate anchoring geometry.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-13","12","18-00045","LOW-PROFILE SHOULDER SCREW 12 mm SHOULDER DIAMETER, 20 mm SHOULDER LENGTH, M10 X 1.5 mm THREAD","2","2","2","0","0","1","1","0","match","false","","Ref12 left shoulder screw has matching detached screw below the upper-right gate pivot.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-14","13","19-00214","OIL-EMBEDDED FLANGED SLEEVE BEARING FOR 12 MM SHAFT DIAMETER AND 18 mm HOUSING ID, 8 mm LONG","4","2","2","0","0","1","1","2","shortfall","true","","Ref13 identifies the near flanged sleeve below left gate pivot; second matching sleeve is visibly separated just above-right. Other two sleeves cannot be separated on this plate. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-15","14","17-00009","10mm BALL STUD 5/16-18 ZINC PLATED","4","2","2","0","0","1","1","2","shortfall","true","","Ref14 left detached ball stud has matching upper-right ball stud next to the second gate pivot; installed end hardware is not double counted. Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-16","15","62-00203","Front gate pivot","2","2","2","0","0","1","1","0","match","false","","Ref15 upper-right gate pivot has the matching lower-left pivot bracket beside ladder foot.","LEFT OR RIGHT","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-17","16","18-00042","M10 precision screw","4","1","1","0","0","1","0","3","shortfall","true","","Original16 directly labelled detached precision screw below ladder. Only compact visible screw silhouette, not printed leader. Fine head/thread separation remains partial at source scale. Current full plate visually inspected; existing printed reference 16 remains source evidence.  Remaining count is not assigned coordinates: occluded, absent, source-conflicted or insufficiently distinguishable physical objects cannot be derived from Quantity. Existing marker position alone remains selectable without a traced contour.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-18","17","62-00356","Gas strut","2","2","2","0","0","1","1","0","match","false","","Ref17 right gas strut has matching lower detached gas strut in front of tailgate. Distinct two units are shown.","","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-8","Rear gate - lower section","fp-6-8-01","","62-00807","Rear gate - lower section assembly","0","0","0","0","0","0","0","0","match","false","","Quantity0 is an assembly heading; it does not request a physical instance. No source callout associated with this imported row. Includes parts 1-15 Original workbook rawQTY0 informational assembly row; do not coerce/drop.","Includes parts 1-15","/drawings/ft3w/ft3w-cabin-6-8.png","/review/figures/fig-cabin-6-8"
"fig-cabin-6-9","Brushguards and rack","fp-6-9-01","1","82-00269","Roof rack bottom panel","1","1","1","0","0","1","0","0","match","false","","Original6.9 full PNG directly labels detached bent roofpanel1/frontpanel2/support3, with visible small mounting holes and panel2triangular end opening; current outlines require material refinement. Current full plate visually inspected; existing printed reference 1 remains source evidence.","","/drawings/ft3w/ft3w-cabin-6-9.png","/review/figures/fig-cabin-6-9"
